,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,comments
28,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Physical health,Yes,True,Maybe,True,True,5.0,7.0,,,,,,,,,True,True,Some did,N/A (was not aware),Some did,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,7.0,3.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",Yes,True,Yes,Rarely,Often,No,8,Yes,No,False,,,9,Maybe/Not sure,"Yes, I experienced",4,28,Male,United States of America,Colorado,White,United States of America,Colorado,"I discussed with my manager that I've been going through a bad bout of depression, and that it's negatively affected my work output.  They have been very understanding and have worked hard to keep me on track and give me any time off or resources I need., I've talked to some of my closer coworkers about my depression and how it's affecting me.  Everyone is supportive, but doesn't really know what to do with that information in most cases., After admitting that I was struggling with depression, another coworker confided in me their struggles with depression and various medications they had been on., Mandatory quarterly vacation., Thanks for doing this."
29,False,100-500,True,True,Yes,Yes,Yes,No,I don't know,I don't know,Physical health,Yes,True,No,False,False,7.0,7.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,I don't know,Sometimes,Sometimes,No,7,Yes,No,False,,,4,No,No,3,24,Female,United States of America,Massachusetts,White,United States of America,Massachusetts,"Discussed the fact that I was starting treatment for my generalized anxiety disorder and the potential that I might start taking medication for it.
My manager was very understanding and just said to let him know if I needed anything., The industry could improve their support for mental health issues by continuing to normalize employees getting support for their issues and providing easy to understand documentation as to what is covered or not under their insurance plans. Also not pushing employees to work themselves to the bone/encouraging and supporting a healthy work life balance is important so that employees have the ability to take time off to deal with things that they need to."
30,False,100-500,True,True,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,True,True,5.0,5.0,,,,,,,,,True,True,"Yes, they all did",I was aware of some,Some did,"Yes, they all did",I don't know,Mental health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,5.0,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",,Possibly,False,Yes,Not applicable to me,Not applicable to me,No,7,No,No,False,,,5,"Yes, I observed",Maybe/Not sure,4,27,Male,United States of America,Tennessee,White,United States of America,Tennessee,
31,False,100-500,False,True,Yes,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,False,Maybe,False,False,8.0,7.0,,,,,,,,,True,False,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",True,"No, at none of my previous employers",True,False,7.0,5.0,No,,,,,Yes,True,No,Rarely,Sometimes,No,9,No,No,False,,,5,Maybe/Not sure,Maybe/Not sure,3,42,Male,United States of America,Florida,White,United States of America,Florida,"As simple as it could be I was direct and, at that moment I was ok, if I was fired, and said that I needed therapy and probably treatment for my stress level. He was ok with (as even if it wasn't ok, he didn't have an option) and from the therapist, I was directed to a doctor and got treated. A solid great decision that helped me extremely., They were my coworkers but they are my friends, so the talks were very productive and they were/are supportive., For software engineers having a depression or a mental illness is almost the equivalent of disability. If your brain is not working properly, how can yo work?

We need to look at the issue in both sides, one as an employee and another as an employer. As a company, you need to meet deliverables so you can earn and pay your employees. As an employee, you need that time so you can heal and perform better and help the company to grow. Taking into consideration this perspective, you can't really blame neither the company or the employee.

So how do we fix this? (and this answer will be based on my experiences)

1 - Physical health is important. If your body is not well, your mind will not be as well. A healthy diet and sports should be a part of every company incentives for a healthy life.

2 - Burnout: A stressed software engineer will surely burn out quickly. Stress sources can come from many places, but most of them come from work demand with unreasonable deadlines. If a developer is working more than 40 hours a week on a constant basis, burning out is just a matter of time. Knowing that burnout/stress is an issue, the employee and the company MUST address it properly.

3 - Culture: This one speaks to me personally. One of the issues that I had the most were environments where there is a poisonous culture generated by the development team. Improper leadership and cliques just add to a bad culture and that will lead to stress. Unfortunately, there is no easy fix for this. If the culture of the company is bad you are better of leaving.

4 - Clear expectations: Once an issue has been identified and treatment is in progress it is important that both the company and the employee have clear expectations. The stress that is generated by an expectation that was not laid out on the start will surely add up to the illness."
32,True,,,,,,,,,,,,,,,,,,True,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,False,"No, at none of my previous employers",False,False,2.0,2.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,,5,Maybe,Maybe,False,,,5,No,No,4,53,Female,United States of America,Minnesota,White,United States of America,Minnesota,I really don't know. My answer was based on the idea that things can always be better. But I don't know of anything that would say it is currently bad.
33,False,100-500,False,True,Not eligible for coverage / NA,,Yes,No,I don't know,Very easy,Physical health,Yes,False,Yes,True,True,9.0,6.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.0,0.0,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,Don't Know,False,No,Not applicable to me,Not applicable to me,No,4,Maybe,No,False,,,10,"Yes, I observed","Yes, I observed",2,34,Male,United Kingdom,,,United Kingdom,,"People joking and being dismissive about mental health issues, More awareness and education"
34,False,500-1000,False,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Physical health,Yes,True,Yes,True,True,7.0,7.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,4.0,3.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Dissociative Disorder, Mood Disorder (Depression, Bipolar Disorder, etc)",Possibly,True,I don't know,Sometimes,Often,No,5,Maybe,No,True,True,4.0,7,"Yes, I experienced","Yes, I experienced",2,23,Non-binary,United Kingdom,,,United Kingdom,,
35,False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,4.0,4.0,,,,,,,,,False,,,,,,,,,,,,,,,Don't Know,,,,,No,False,I don't know,Not applicable to me,Not applicable to me,No,5,Maybe,Maybe,False,,,5,No,No,4,34,M,United States of America,Tennessee,White,United States of America,Tennessee,"Not demonize people for social cluelesness.
, 
"
36,False,6-25,True,True,I don't know,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,8.0,5.0,,,,,,,,,True,True,Some did,I was aware of some,Some did,"Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,3.0,3.0,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,Possibly,False,Yes,Sometimes,Often,Maybe,5,Yes,No,False,,,5,No,No,4,27,Male,United States of America,Tennessee,White,United States of America,Tennessee,
37,False,100-500,True,True,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,False,9.0,7.0,,,,,,,,,True,False,"No, none did","No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,3.0,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Obsessive-Compulsive Disorder",,Possibly,True,I don't know,Not applicable to me,Not applicable to me,Maybe,5,Maybe,No,False,,,4,Maybe/Not sure,"Yes, I observed",3,31,Male,United States of America,New York,White,United States of America,New York,"Not sure., Nothing."
38,True,,,,,,,,,,,,,,,,,,True,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Yes,76-100%,True,True,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,0.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,No,8,Yes,Maybe,False,,,8,"Yes, I observed","Yes, I observed",3,30,Male,Belgium,,,Belgium,,"Stress / burnout symptons, Burnout, Fired the person with a burnout, Make it more open to discuss, Great job on opening up these issues!"
39,True,,,,,,,,,,,,,,,,,,True,I know some,"No, because it doesn't matter",,"No, because it doesn't matter",Not applicable to me,Yes,1-25%,True,True,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,4.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",Yes,True,No,Sometimes,Often,No,6,Maybe,No,False,,,5,Maybe/Not sure,Maybe/Not sure,3,58,Male,United States of America,Illinois,White,United States of America,Illinois,Availability of mental health resources in your area
40,False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,Yes,False,Yes,False,False,8.0,6.0,,,,,,,,,True,False,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.0,3.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,No,7,No,No,False,,,6,No,No,3,50,Male,United States of America,Tennessee,White,United States of America,Tennessee,"Be more willing to talk about it - talking about it takes the stigma away. By treating it like any other illness., Nothing"
41,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,True,False,3.0,6.0,,,,,,,,,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,5.0,2.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Never,Sometimes,No,6,No,No,False,,,5,Maybe/Not sure,No,2,41,Male,United States of America,California,White,United States of America,California,"I mentioned that I was receiving treatment for a diagnosis of anxiety.  No reaction from my manager, subject was never brought up again., I shared my diagnosis and treatment, how my symptoms affected me in and out of work. Coworkers were sympathetic and shared their experiences as well., Fucked if I know.  I just don't feel comfortable talking about mental health at work, for fear of bias against me in all future interactions."
42,False,26-100,True,True,I don't know,No,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,False,No,False,False,0.0,0.0,,,,,,,,,True,True,"No, none did",N/A (was not aware),None did,None did,No,Same level of comfort for each,I don't know,False,"No, at none of my previous employers",False,False,0.0,0.0,Possibly,,,"Stress Response Syndromes, Mood Disorder (Depression, Bipolar Disorder, etc)",,Don't Know,False,No,Sometimes,Sometimes,No,3,No,No,False,,,4,"Yes, I observed",No,1,40,male,Croatia,,,Croatia,,burned our employee got fired
