,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
29,0,6-25,1.0,1.0,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,No,1.0,No,0.0,0.0,5.0,4.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,0.0,Yes,Yes,Possibly,1,Yes,Often,Often,,0,Yes,No,0,,,3,Maybe/Not sure,Maybe/Not sure,2,44,Male,Canada,,,Canada,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder","Anger outbursts in office that kept me ending up in HR meetings. Also complaining about conspiracy things I thought were actually happening and causing me paranoia. I mentioned to was going to get help. Have not discussed this further with them since ; was 2 years ago last incident, I dont hear much about this either way tbh so really can't comment effectively, Not at this time"
30,0,26-100,1.0,1.0,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,No,0.0,Maybe,0.0,0.0,5.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,1.0,2.0,2.0,Possibly,,Possibly,0,I don't know,Not applicable to me,Sometimes,,5,Yes,No,0,,,4,Maybe/Not sure,No,3,32,Male,United States of America,Rhode Island,White,United States of America,Rhode Island,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Obsessive-Compulsive Disorder, Post-traumatic Stress Disorder, Stress Response Syndromes, Dissociative Disorder",,Open 1 on 1 communication with employees. Better benefits disclosure.
31,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,6.0,2.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,1.0,3.0,3.0,Don't Know,,No,0,No,Not applicable to me,Not applicable to me,No,7,Yes,Yes,0,,,6,No,No,1,34,male,Poland,,,Poland,,,,,
32,0,500-1000,1.0,1.0,Yes,,Yes,Yes,Yes,Very easy,Physical health,Maybe,1.0,Yes,1.0,1.0,7.0,6.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,0.0,4.0,2.0,Possibly,,Don't Know,0,I don't know,Not applicable to me,Often,,5,Maybe,No,0,,,5,"Yes, I observed","Yes, I observed",2,19,male,Australia,,,Australia,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Eating Disorder (Anorexia, Bulimia, etc), Obsessive-Compulsive Disorder, Post-traumatic Stress Disorder, Substance Use Disorder",,Discussed depression and anxiety. Was given access to a councilor and given time off.
33,0,More than 1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,No,0.0,1.0,7.0,7.0,,,,,,,,,1,1.0,"No, none did",I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,1.0,"No, at none of my previous employers",0.0,1.0,6.0,7.0,Yes,Yes,Yes,1,Yes,Not applicable to me,Often,,2,No,No,0,,,4,No,No,3,38,M,United Kingdom,,,United Kingdom,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc), Attention Deficit Hyperactivity Disorder, Stress Response Syndromes",
34,0,6-25,1.0,1.0,Not eligible for coverage / NA,,No,No,No,Difficult,Physical health,No,0.0,No,0.0,0.0,6.0,4.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,7.0,5.0,Yes,Yes,Yes,1,No,Often,Often,Yes,2,Maybe,No,0,,,2,"Yes, I observed",No,1,61,Male,United States of America,Minnesota,White,United States of America,Minnesota,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",They do poorly the field is wide open for improvement
35,0,6-25,1.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Yes,1.0,0.0,7.0,7.0,,,,,,,,,1,1.0,I don't know,I was aware of some,None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,5.0,4.0,No,,No,0,I don't know,Not applicable to me,Not applicable to me,No,8,No,No,0,,,5,No,Maybe/Not sure,1,44,Male,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,,Talked about depression in a light manner.  Response was supportive yet hands off
36,1,,,,,,,,,,,,,,,,,,1.0,I know some,"No, because it doesn't matter",,"Sometimes, if it comes up",I'm not sure,Yes,26-50%,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,6.0,4.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,8,Maybe,No,1,1.0,4.0,5,"Yes, I experienced","Yes, I experienced",1,32,Female ,United States of America,Oregon,White,United States of America,Oregon,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Some were accepting and others were unsure how to act or what to say, Some were understanding , I was told to take medical leave for mental health issues , Be more open. Actually care. , This is great "
37,0,100-500,0.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,Maybe,0.0,0.0,7.0,6.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,3.0,1.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,No,0,,,4,No,No,3,31,Male,Ireland,,,Ireland,,,,,Tech industry seems to offer a lot of benefits such as health plans as incentives to join however the type of work involved is demanding which may have a negative affect on mental halth 
38,0,26-100,1.0,0.0,Yes,No,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,1.0,No,0.0,,8.0,6.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,5.0,3.0,Possibly,,Yes,1,No,Rarely,Sometimes,No,6,Maybe,No,0,,,4,No,"Yes, I experienced",2,30,Female,United States of America,Rhode Island,White,United States of America,Rhode Island,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,
39,1,,,,,,,,,,,,,,,,,,1.0,I know some,"No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,26-50%,0,,,,,,,,,,,,,,,Possibly,,Possibly,0,No,Sometimes,Sometimes,Maybe,8,Maybe,No,0,,,5,I've always been self-employed,No,1,52,male,Italy,,,Italy,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,instead of pushing people to their limit that should focus on reasonable goals and timetables to reach them
40,0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,5.0,1.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,0.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,9,Yes,No,0,,,0,Maybe/Not sure,No,1,44,male,United States of America,Washington,More than one of the above,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","Better support for mental health care providers. If insurance paid for ongoing mental health care more consistently., Employers will never hurt their bottom line intentionally. Mental health care is an expense, and employers will never foot that expense without government coercion."
41,0,More than 1000,0.0,1.0,I don't know,Yes,No,No,I don't know,Very easy,Mental health,Yes,1.0,Yes,0.0,0.0,10.0,4.0,,,,,,,,,0,,,,,,,,,,,,,,,Yes,Yes,Yes,1,Yes,Never,Often,Maybe,10,No,No,0,,,10,Maybe/Not sure,"Yes, I experienced",3,39,Male,United States of America,Washington,White,United States of America,California,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Obsessive-Compulsive Disorder, Substance Use Disorder, Addictive Disorder",EDUCATION
42,1,,,,,,,,,,,,,,,,,,0.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,51-75%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Mental health,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,1.0,9.0,8.0,Don't Know,,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,3,Maybe,Yes,1,0.0,,3,No,"Yes, I experienced",1,36,Male,Spain,,,Spain,,,,,"I have been suffering from severe anxiety for a year. I told them and their reaction was good and comprehensive. They are trying to help me letting me to make myself whatever I consider necessary to me, in order to I do not leave the company., It's hard to me writing this kind of stuff. All of this still causes me a lot of damage. It's hard..., Anxiety and depression issues. We work in a stressful startup-environment with so many hard work hours, responsability and tons of infinite work. Unsastainable work because lack of technical team / resources, I consider myself lucky in my current job position. I co-founded the project, I have been there from the beginning. The company is still small and I am essential yet. The relationship I have with my co-workers is really close. The human side of all of us is strong. All these things make it possible to be understanding with my personal situation. If I were in another more ""traditional company"" is possible that they are less compassionate with me.
, Not being emotionally prepared to work for a day, or a week, or a undefined-time... this industry still does not conceive it. This kind of ""disease"" is very subtle. Mental health is in its infancy, there is still everything to be done
"
43,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,51-75%,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,"Yes, at all of my previous employers",1.0,0.0,0.0,0.0,Don't Know,,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,No,4,No,No,0,,,5,I've always been self-employed,"Yes, I observed",3,30,,Netherlands,,,Netherlands,,,,,
44,0,26-100,0.0,1.0,I don't know,No,No,No,Yes,Somewhat difficult,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,5.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Don't Know,,Don't Know,0,I don't know,Not applicable to me,Sometimes,No,0,Yes,No,0,,,0,No,No,2,39,male,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,,Its not often talked about even though most developers show symptoms
45,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,9.0,7.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,5.0,2.0,Yes,Yes,Possibly,1,Yes,Rarely,Often,No,8,No,No,0,,,7,No,"Yes, I experienced",3,33,male,United States of America,Georgia,White,United States of America,Georgia,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","I've been able to take mental health days for both myself, and to support my partner. Manager has responded positively., I've openly spoken to coworkers about my own mental health issues, and they've been supportive., I've done my best to support coworkers with their own mental health issues., Reduce competitive pressure with coworkers. Encourage cooperation."
46,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Not applicable to me,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,8.0,2.0,No,,No,0,I don't know,Not applicable to me,Not applicable to me,Yes,7,Maybe,Maybe,0,,,3,No,No,2,37,Male,United States of America,,,United States of America,Colorado,,,,
47,0,26-100,0.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,6.0,2.0,,,,,,,,,1,0.0,"No, none did",N/A (was not aware),None did,None did,"Yes, always",Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,8.0,2.0,Possibly,,No,0,No,Not applicable to me,Not applicable to me,,7,Maybe,No,0,,,0,No,Maybe/Not sure,3,34,male,Estonia,,,Estonia,,,Stress Response Syndromes,,
48,0,26-100,1.0,1.0,No,No,Yes,Yes,I don't know,Very easy,Physical health,Maybe,0.0,Yes,0.0,0.0,8.0,8.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,3.0,Possibly,,Yes,0,No,Rarely,Sometimes,No,10,No,No,0,,,6,No,"Yes, I experienced",4,28,Male,India,,,India,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Stress Response Syndromes",,
49,0,26-100,1.0,1.0,No,,No,No,I don't know,Difficult,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,2.0,0.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,0.0,6.0,0.0,Yes,Yes,Yes,1,No,Never,Sometimes,,8,No,No,0,,,5,No,Maybe/Not sure,2,43,Female,Italy,,,Italy,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",
50,0,More than 1000,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,1.0,Yes,0.0,1.0,10.0,3.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,1.0,5.0,1.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,,0,No,No,0,,,1,"Yes, I observed",No,1,42,male,United States of America,Texas,White,United States of America,Texas,,,,"it wasn't about my own. it was about my sister's. and it went fine, he was very supportive of my working remotely such that I could help her., no., no, No., No., No."
51,0,100-500,0.0,1.0,Yes,Yes,I don't know,Yes,I don't know,I don't know,Physical health,Yes,0.0,Yes,0.0,1.0,5.0,9.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,"Yes, they all did",Sometimes,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,8.0,4.0,Yes,Yes,No,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,0,,,5,No,"Yes, I observed",1,35,male,United States of America,New York,More than one of the above,United States of America,New Jersey,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Discussed medication used to control anxiety, Discussed issues with anxiety that were having serious affects on my work performance.  They were supportive., We discussed ways in which I was affected by my anxiety, my treatment, and how it affected me., She was having issues in crowded locations causing anxiety attacks., Pay for treatment.  Offer in-workplace counceling"
52,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,1.0,0.0,7.0,8.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,4.0,3.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,No,5,No,No,0,,,5,No,"Yes, I observed",3,28,female,United States of America,New York,White,United States of America,New York,,,,"just said that I'm seeing a therapist, they shared what was going on with their lives and things impacting them, such as eating disorders, add, etc., awareness. access to resources and education on the subject. in house therapy. "
